ID,Human,Gorilla,Chimpanzee,Cattle,Banteng,Goat,Sheep,EuropeanHare,Rabbit,HouseMouse,WesternWildMouse,SpinyMouse,NorwayRat,Opossum,Gallus,MuscovyDuck
Human,2.220446049250313e-16,0.0003189413345447978,2.220446049250313e-16,0.004472969231263946,0.004435784495643302,0.0059048111687564075,0.003935225130845543,0.0025160550750834565,0.0034699512345385264,0.003535267850471868,0.0037160101419032587,0.0036859134275255556,0.003882189191425023,0.010459904436131429,0.01216686282019086,0.011744065419997285
Gorilla,0.0003189413345447978,0.0,0.0003189413345447978,0.004652389496116016,0.004781368271983277,0.006629062990980428,0.004799917543373278,0.0026506429078723137,0.003475140232506946,0.0040608207285517395,0.003861313607374961,0.0038565942054489266,0.0036973122483663357,0.011339086967559031,0.01441322559168523,0.014108526029486756
Chimpanzee,2.220446049250313e-16,0.0003189413345447978,2.220446049250313e-16,0.004472969231263946,0.004435784495643302,0.0059048111687564075,0.003935225130845543,0.0025160550750834565,0.0034699512345385264,0.003535267850471868,0.0037160101419032587,0.0036859134275255556,0.003882189191425023,0.010459904436131429,0.01216686282019086,0.011744065419997285
Cattle,0.004472969231263946,0.004652389496116016,0.004472969231263946,0.0,0.0005078982198916115,0.002396854390299019,0.0018176353136458712,0.004103486636307219,0.004372404223921378,0.004316865099604161,0.00407270786629943,0.004012526850283082,0.005749141067704855,0.010313710378576868,0.010380443239453863,0.010608993548511636
Banteng,0.004435784495643302,0.004781368271983277,0.004435784495643302,0.0005078982198916115,0.0,0.0020256988524328667,0.001403032939353177,0.004374822349418883,0.0042647960352885095,0.003766125619373062,0.0038706611798068336,0.0038605381992293797,0.0054550465923484115,0.009300371520096995,0.009181480854499213,0.009384845452345525
Goat,0.0059048111687564075,0.006629062990980428,0.0059048111687564075,0.002396854390299019,0.0020256988524328667,2.220446049250313e-16,0.0012721530916793844,0.004340672340741758,0.004913239215965204,0.004431961622013092,0.005234745109830907,0.005326891639689024,0.007319839089371838,0.007820934463179996,0.008041955931894829,0.00883804053962356
Sheep,0.003935225130845543,0.004799917543373278,0.003935225130845543,0.0018176353136458712,0.001403032939353177,0.0012721530916793844,2.220446049250313e-16,0.004095306310626934,0.004506042010164024,0.0037700337170990528,0.004072351059932089,0.003937459372960861,0.005299866677856535,0.008775140959725536,0.008580820212146234,0.008455487023359853
EuropeanHare,0.0025160550750834565,0.0026506429078723137,0.0025160550750834565,0.004103486636307219,0.004374822349418883,0.004340672340741758,0.004095306310626934,0.0,0.0005397546489519511,0.0036135721855620195,0.004127554468930761,0.003396041312319076,0.003695223007033399,0.009160343357248246,0.01110492394106366,0.012515995793677237
Rabbit,0.0034699512345385264,0.003475140232506946,0.0034699512345385264,0.004372404223921378,0.0042647960352885095,0.004913239215965204,0.004506042010164024,0.0005397546489519511,0.0,0.0035891599874176006,0.004164295364597614,0.0033681911971128464,0.0032680054747999954,0.009597767249208022,0.0108998977439968,0.012419078410836004
HouseMouse,0.003535267850471868,0.0040608207285517395,0.003535267850471868,0.004316865099604161,0.003766125619373062,0.004431961622013092,0.0037700337170990528,0.0036135721855620195,0.0035891599874176006,0.0,0.00099157896701918,0.0009814319113679026,0.0019457312439089547,0.006078604026998002,0.006812902624975692,0.0068210423408361365
WesternWildMouse,0.0037160101419032587,0.003861313607374961,0.0037160101419032587,0.00407270786629943,0.0038706611798068336,0.005234745109830907,0.004072351059932089,0.004127554468930761,0.004164295364597614,0.00099157896701918,2.220446049250313e-16,0.0006471255637563456,0.0014722920073375612,0.009984774032635535,0.010111284522503539,0.009674476272279575
SpinyMouse,0.0036859134275255556,0.0038565942054489266,0.0036859134275255556,0.004012526850283082,0.0038605381992293797,0.005326891639689024,0.003937459372960861,0.003396041312319076,0.0033681911971128464,0.0009814319113679026,0.0006471255637563456,0.0,0.0010590505051261134,0.008668451751847273,0.009272905382533891,0.009273214880683
NorwayRat,0.003882189191425023,0.0036973122483663357,0.003882189191425023,0.005749141067704855,0.0054550465923484115,0.007319839089371838,0.005299866677856535,0.003695223007033399,0.0032680054747999954,0.0019457312439089547,0.0014722920073375612,0.0010590505051261134,1.1102230246251565e-16,0.009673935945022527,0.010820204809706468,0.010792740516466837
Opossum,0.010459904436131429,0.011339086967559031,0.010459904436131429,0.010313710378576868,0.009300371520096995,0.007820934463179996,0.008775140959725536,0.009160343357248246,0.009597767249208022,0.006078604026998002,0.009984774032635535,0.008668451751847273,0.009673935945022527,0.0,0.006117797542706693,0.007415496528466514
Gallus,0.01216686282019086,0.01441322559168523,0.01216686282019086,0.010380443239453863,0.009181480854499213,0.008041955931894829,0.008580820212146234,0.01110492394106366,0.0108998977439968,0.006812902624975692,0.010111284522503539,0.009272905382533891,0.010820204809706468,0.006117797542706693,0.0,0.0006659203237994182
MuscovyDuck,0.011744065419997285,0.014108526029486756,0.011744065419997285,0.010608993548511636,0.009384845452345525,0.00883804053962356,0.008455487023359853,0.012515995793677237,0.012419078410836004,0.0068210423408361365,0.009674476272279575,0.009273214880683,0.010792740516466837,0.007415496528466514,0.0006659203237994182,0.0
