ID,Human,Gorilla,Chimpanzee,Cattle,Banteng,Goat,Sheep,EuropeanHare,Rabbit,HouseMouse,WesternWildMouse,SpinyMouse,NorwayRat,Opossum,Gallus,MuscovyDuck
Human,0.0,0.0005385740696208785,0.0,0.022134256658999707,0.01998563041598478,0.03274813575810587,0.023958009593031182,0.004173285846915564,0.005322369323622844,0.010670310495009439,0.011882913924471383,0.01391334139781375,0.023723919626238654,0.05885917180404143,0.18084750444398134,0.204173859713344
Gorilla,0.0005385740696208785,0.0,0.0005385740696208785,0.017632434102720862,0.01561401847952526,0.027895629307989278,0.02002079260189249,0.003168648809135033,0.004094082375672103,0.008085261658896448,0.009504930588343452,0.011001300996033359,0.019462863262908914,0.052891494106509285,0.185620711893572,0.2090269471009355
Chimpanzee,0.0,0.0005385740696208785,0.0,0.022134256658999707,0.01998563041598478,0.03274813575810587,0.023958009593031182,0.004173285846915564,0.005322369323622844,0.010670310495009439,0.011882913924471383,0.01391334139781375,0.023723919626238654,0.05885917180404143,0.18084750444398134,0.204173859713344
Cattle,0.022134256658999707,0.017632434102720862,0.022134256658999707,0.0,0.0009096655747915516,0.00293009770844066,0.0018580346700199923,0.014805107599084932,0.015308549752063638,0.010635087497285589,0.010496656384858083,0.009380321422357007,0.010192193369776725,0.019418540695254283,0.2027349726491111,0.22531502894001532
Banteng,0.01998563041598478,0.01561401847952526,0.01998563041598478,0.0009096655747915516,0.0,0.004906872329874523,0.0030279341479190203,0.013359265245879492,0.014124180113523899,0.009125970877394418,0.00949886361434682,0.009072784429535075,0.010282497307761984,0.024316293761723395,0.2084979891602079,0.23119078134122084
Goat,0.03274813575810587,0.027895629307989278,0.03274813575810587,0.00293009770844066,0.004906872329874523,0.0,0.0016265150143807139,0.023027679237868415,0.023384815213111754,0.018278806768131872,0.017315266209132374,0.014904244073803752,0.014880674872795763,0.012648259590912203,0.2030636635845069,0.22553135354240206
Sheep,0.023958009593031182,0.02002079260189249,0.023958009593031182,0.0018580346700199923,0.0030279341479190203,0.0016265150143807139,0.0,0.01710222832439756,0.017029727720498933,0.014229457673602841,0.01405097895425067,0.012017561554086065,0.012612580190526135,0.016204560664213274,0.19547309298880877,0.21807768473992306
EuropeanHare,0.004173285846915564,0.003168648809135033,0.004173285846915564,0.014805107599084932,0.013359265245879492,0.023027679237868415,0.01710222832439756,0.0,0.001223356857825153,0.004455240407634675,0.005851551782388387,0.006355684702661124,0.012263173602724886,0.04482121697324071,0.185020393151757,0.2085516231744342
Rabbit,0.005322369323622844,0.004094082375672103,0.005322369323622844,0.015308549752063638,0.014124180113523899,0.023384815213111754,0.017029727720498933,0.001223356857825153,0.0,0.00637561485821736,0.00877446965834694,0.00851155458803965,0.013392871811200524,0.04141038405693909,0.17810517183383823,0.20199308474857547
HouseMouse,0.010670310495009439,0.008085261658896448,0.010670310495009439,0.010635087497285589,0.009125970877394418,0.018278806768131872,0.014229457673602841,0.004455240407634675,0.00637561485821736,0.0,0.0009127141734150968,0.0014526859500962885,0.006133298824164579,0.039370489172896095,0.20112913077745553,0.22384874516058895
WesternWildMouse,0.011882913924471383,0.009504930588343452,0.011882913924471383,0.010496656384858083,0.00949886361434682,0.017315266209132374,0.01405097895425067,0.005851551782388387,0.00877446965834694,0.0009127141734150968,0.0,0.001183896026291209,0.007494587441241762,0.04048269717788222,0.2037643440106266,0.22615586161674806
SpinyMouse,0.01391334139781375,0.011001300996033359,0.01391334139781375,0.009380321422357007,0.009072784429535075,0.014904244073803752,0.012017561554086065,0.006355684702661124,0.00851155458803965,0.0014526859500962885,0.001183896026291209,0.0,0.004316029549281231,0.03417135471620614,0.20086801975206903,0.22327127379893508
NorwayRat,0.023723919626238654,0.019462863262908914,0.023723919626238654,0.010192193369776725,0.010282497307761984,0.014880674872795763,0.012612580190526135,0.012263173602724886,0.013392871811200524,0.006133298824164579,0.007494587441241762,0.004316029549281231,0.0,0.0294719088174088,0.2118004091453276,0.23448981494009757
Opossum,0.05885917180404143,0.052891494106509285,0.05885917180404143,0.019418540695254283,0.024316293761723395,0.012648259590912203,0.016204560664213274,0.04482121697324071,0.04141038405693909,0.039370489172896095,0.04048269717788222,0.03417135471620614,0.0294719088174088,0.0,0.1800027228199368,0.20188465694309665
Gallus,0.18084750444398134,0.185620711893572,0.18084750444398134,0.2027349726491111,0.2084979891602079,0.2030636635845069,0.19547309298880877,0.185020393151757,0.17810517183383823,0.20112913077745553,0.2037643440106266,0.20086801975206903,0.2118004091453276,0.1800027228199368,2.220446049250313e-16,0.0018232624161989008
MuscovyDuck,0.204173859713344,0.2090269471009355,0.204173859713344,0.22531502894001532,0.23119078134122084,0.22553135354240206,0.21807768473992306,0.2085516231744342,0.20199308474857547,0.22384874516058895,0.22615586161674806,0.22327127379893508,0.23448981494009757,0.20188465694309665,0.0018232624161989008,0.0
